Point No,Station,Basin,Country,Lat,Lon,Upstream area,Forecast Date,max_EPS,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_level,Days_until_peak,pfaf_id
748,Zimnicea,Danube,Romania,43.625,25.325,658400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,4,227350
741,Le Rhone A Beaucaire,Rhone,France,43.825,4.625,95590.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,1,216021
743,Near Kadoka Sd,Mississippi,United States of America,43.775,-101.525,12950.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,742958
745,Near Oacoma Sd,Mississippi,United States of America,43.725,-99.525,26418.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,742958
744,Below Owyhee Dam Or,Columbia,United States of America,43.725,-117.175,28904.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,782960
764,Near Rome Or,Columbia,United States of America,42.875,-117.625,20720.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,782960
746,La Durance A Saint Paul Les Durance  Jouques Cadarache,Rhone,France,43.725,5.725,11700.000,2026-03-02T00:00:00,3/2/2,3,2,2,0,1,216022
747,West Lebanon Nh,Connecticut,United States of America,43.625,-72.325,10598.000,2026-03-02T00:00:00,41/7/-9999,41,7,-9999,1,11,731200
775,Montague City Ma,Connecticut,United States of America,42.575,-72.575,20357.000,2026-03-02T00:00:00,62/7/-9999,62,7,-9999,1,11,731200
786,Thompsonville Ct,Connecticut,United States of America,41.975,-72.625,25019.000,2026-03-02T00:00:00,56/15/-9999,56,15,-9999,1,11,731200
751,Near Shelley Id,Columbia,United States of America,43.425,-112.125,25356.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,782997
752,Saginaw Mi,St.Lawrence,United States of America,43.425,-83.925,15695.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,12,725583
753,Lock 7 Oswego Ny,St.Lawrence,United States of America,43.425,-76.475,13209.000,2026-03-02T00:00:00,80/31/2,80,31,2,2,9,725540
754,Near Irwin Id,Columbia,United States of America,43.375,-111.225,13533.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,4,782999
756,Near Murphy Id,Columbia,United States of America,43.275,-116.425,108521.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,782970
759,Queenston,St.Lawrence,Canada,43.125,-79.075,686000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,725555
760,Ishikari Ohashi,Ishikari,Japan,43.125,141.525,12697.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,412001
761,King Hill Id,Columbia,United States of America,42.975,-115.225,92722.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,782991
762,Grand Rapids Mich,St.Lawrence,United States of America,42.975,-85.675,12691.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,13,725860
763,At Port Huron,St.Lawrence,United States of America,42.975,-82.425,576013.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,725577
765,Near Sparks Nebr,Mississippi,United States of America,42.875,-100.325,18518.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,742956
770,Near Verdel Nebr,Mississippi,United States of America,42.725,-98.225,29992.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,742956
766,Yankton S D,Mississippi,United States of America,42.875,-97.325,723905.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,742955
768,Neeley Id,Columbia,United States of America,42.775,-112.875,35224.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,782995
771,Howells Ferry Near Minidoka Id,Columbia,United States of America,42.675,-113.475,40663.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,782995
769,Green Island N Y,Hudson,United States of America,42.775,-73.675,20953.000,2026-03-02T00:00:00,70/37/5,70,37,5,2,11,731405
772,Below Concord River At Lowell Ma,Merrimack,United States of America,42.675,-71.275,12005.000,2026-03-02T00:00:00,17/-9999/-9999,17,-9999,-9999,0,11,731180
773,Near Agness Oreg,Rogue,United States of America,42.625,-124.075,10202.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,781002
774,Orin Wy,Mississippi,United States of America,42.625,-105.125,38915.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,742949
788,Above Seminoe Reservoire Nr Sinclair Wy,Mississippi,United States of America,41.875,-107.075,10813.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,742949
776,Fort Dodge Ia,Mississippi,United States of America,42.525,-94.175,10852.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,742847
777,Waterloo Ia,Mississippi,United States of America,42.475,-92.325,13328.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,742863
785,Cedar Rapids Ia,Mississippi,United States of America,41.975,-91.675,16861.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,742863
801,Near Conesville Ia,Mississippi,United States of America,41.425,-91.275,20168.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,742863
778,At Fort Wayne,St.Lawrence,United States of America,42.325,-83.075,592589.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,725573
779,Near Stratford Ia,Mississippi,United States of America,42.275,-93.975,14121.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,742845
780,Near La Barge Wy,Colorado Pacific Ocean,United States of America,42.175,-110.175,10127.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,772990
798,Near Green River Wy,Colorado Pacific Ocean,United States of America,41.475,-109.425,36260.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,4,772990
781,Ebroencastejon,Ebro,Spain,42.175,-1.675,25194.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,7,216047
782,Keno Or,Klamath,United States of America,42.125,-121.975,10153.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,774807
783,Foz Do Mouro,Na,Spain,42.075,-8.375,15457.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,231902
784,Wyoming Nebraska State Line,Mississippi,United States of America,41.975,-104.025,57545.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,742947
812,Near Keyston Nebr,Mississippi,United States of America,41.225,-101.675,75887.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,742947
787,Near Seiad Valley Ca,Klamath,United States of America,41.875,-123.225,17975.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,774803
789,Clinton Ia,Mississippi,United States of America,41.775,-90.225,221704.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,742873
790,Svilengrad,Na,Bulgaria,41.775,26.175,20857.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,213027
791,Ebroenzaragoza,Ebro,Spain,41.675,-0.875,40434.000,2026-03-02T00:00:00,5/-9999/-9999,5,-9999,-9999,0,8,216045
792,Near Joslin Il,Mississippi,United States of America,41.575,-90.175,24732.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,742872
793,Dueroenherreradeduero,Douro,Spain,41.575,-4.675,12740.000,2026-03-02T00:00:00,13/5/2,13,5,2,0,8,231809
794,Near Klamath Ca,Klamath,United States of America,41.525,-124.025,31339.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,774801
795,Waterville Ohio,St.Lawrence,United States of America,41.525,-83.725,16395.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,725560
796,Dueronenzamora,Douro,Spain,41.525,-5.725,46137.000,2026-03-02T00:00:00,11/3/2,11,3,2,0,1,231805
797,Dueroenvillamarciel,Douro,Spain,41.525,-4.925,36570.000,2026-03-02T00:00:00,11/3/2,11,3,2,0,1,231805
799,Segreenseros,Ebro,Spain,41.475,0.425,12782.000,2026-03-02T00:00:00,9/5/2,9,5,2,0,6,216042
800,Near Genoa Nebr,Mississippi,United States of America,41.425,-97.775,37089.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,742944
807,Near St  Paul Nebr,Mississippi,United States of America,41.275,-98.425,11142.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,742944
813,St Paul Nebr,Mississippi,United States of America,41.225,-98.425,20914.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,742944
802,Marino Pole,Struma River,Bulgaria,41.425,23.325,10243.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,213040
803,Karsikoey,Coastal,TÃ¼rkiye,41.425,41.725,19654.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,221800
804,Near Duncan Nebr,Mississippi,United States of America,41.375,-97.525,153587.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,742945
822,Near Grand Island Nebr,Mississippi,United States of America,40.875,-98.275,149314.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,742945
805,Inoezuekosaca,Kizilirmak,TÃ¼rkiye,41.375,35.825,75121.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,3,221401
806,Near Wilmington Il,Mississippi,United States of America,41.325,-88.175,13338.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,12,742827
808,Waterloo Ne,Mississippi,United States of America,41.275,-96.275,17871.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,742942
809,Omaha Ne,Mississippi,United States of America,41.275,-95.925,846306.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,742951
810,Wilkes Barre Pa,Susquehanna,United States of America,41.275,-75.875,25796.000,2026-03-02T00:00:00,23/2/-9999,23,2,-9999,0,8,731605
811,Meric Koep,Na,TÃ¼rkiye,41.275,26.425,27251.000,2026-03-02T00:00:00,100/-9999/-9999,100,-9999,-9999,1,1,213023
814,Wapello Ia,Mississippi,United States of America,41.175,-91.175,32375.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,742861
815,Carsamba,Coastal,TÃ¼rkiye,41.175,36.725,35958.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,221601
816,Roscoe Nebr,Mississippi,United States of America,41.125,-101.575,61901.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,742946
833,Near Kersey Co,Mississippi,United States of America,40.425,-104.575,25017.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,742946
836,Near Weldona Co,Mississippi,United States of America,40.325,-103.925,34162.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,742946
848,Henderson Co,Mississippi,United States of America,39.925,-104.875,12349.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,742946
817,Near Ashland Ne,Mississippi,United States of America,41.075,-96.325,218078.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,742941
819,Louisville Nebr,Mississippi,United States of America,41.025,-96.175,221108.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,742941
818,Henry Il,Mississippi,United States of America,41.075,-89.375,35076.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,12,742825
820,Lewisburg Pa  West Branch,Susquehanna,United States of America,40.975,-76.875,17734.000,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,6,731604
821,Botbasi,Sakarya,TÃ¼rkiye,40.975,30.525,55322.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,221201
831,Derecikoeren Derecikviran,Sakarya,TÃ¼rkiye,40.475,30.125,13300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,221201
823,Ebroentortosa,Ebro,Spain,40.825,0.525,84230.000,2026-03-02T00:00:00,21/5/-9999,21,5,-9999,0,9,216041
824,Augusta Ia,Mississippi,United States of America,40.775,-91.275,11168.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,742850
834,Keokuk Ia,Mississippi,United States of America,40.425,-91.375,308210.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,742850
825,Keosauqua Ia,Mississippi,United States of America,40.725,-91.975,36358.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,742841
826,Near Imlay Nv,Coastal,United States of America,40.675,-118.225,40155.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,773401
828,Palisade Nv,Coastal,United States of America,40.625,-116.175,13088.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,773401
827,Nebraska City Nebr,Mississippi,United States of America,40.675,-95.825,1072154.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,742939
829,Natrona Pa,Mississippi,United States of America,40.625,-79.725,29552.000,2026-03-02T00:00:00,9/2/2,9,2,2,0,7,742699
830,Deerlodge Park Co,Colorado Pacific Ocean,United States of America,40.475,-108.525,19839.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,772960
832,Near Jensen Ut,Colorado Pacific Ocean,United States of America,40.425,-109.225,76819.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,772950
835,Lafayette In,Mississippi,United States of America,40.425,-86.875,18822.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,12,742667
875,Na,Mississippi,United States of America,38.925,-87.525,,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,13,742667
837,Cambridge Nebr,Mississippi,United States of America,40.275,-100.125,37451.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,742927
838,Harrisburg Pa,Susquehanna,United States of America,40.275,-76.875,62419.000,2026-03-02T00:00:00,5/2/-9999,5,2,-9999,0,9,731601
853,Conowingo Md,Susquehanna,United States of America,39.675,-76.175,70189.000,2026-03-02T00:00:00,5/-9999/-9999,5,-9999,-9999,0,9,731601
839,Akcasusurluk,Coastal,TÃ¼rkiye,40.275,28.425,21611.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,211058
840,Trenton N J,Delaware,United States of America,40.225,-74.775,17560.000,2026-03-02T00:00:00,7/-9999/-9999,7,-9999,-9999,0,11,731506
841,Near Randlett Ut,Colorado Pacific Ocean,United States of America,40.175,-109.775,11000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,772940
842,Stratton Nebr,Mississippi,United States of America,40.125,-101.225,21238.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,742929
843,Near Oakford Il,Mississippi,United States of America,40.125,-89.975,13191.000,2026-03-02T00:00:00,3/2/2,3,2,2,0,8,742822
844,Martins Ferry,Mississippi,United States of America,40.125,-80.725,63766.000,2026-03-02T00:00:00,17/3/2,17,3,2,0,8,742695
845,Rulo Ne,Mississippi,United States of America,40.075,-95.425,1084845.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,742937
846,Surra,Kura,Azerbaijan,40.075,48.525,178000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,284630
847,Near Watson Ut,Colorado Pacific Ocean,United States of America,39.925,-109.275,10412.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,772920
849,Tajoenlaportusa,Tejo,Spain,39.875,-4.225,27159.000,2026-03-02T00:00:00,90/39/5,90,39,5,2,7,231607
850,Valley City,Mississippi,United States of America,39.675,-90.625,69267.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,15,742821
851,Mcconnelsville Oh,Mississippi,United States of America,39.675,-81.875,19223.000,2026-03-02T00:00:00,19/3/3,19,3,3,0,12,742694
852,Hancock Md,Potomac,United States of America,39.675,-78.175,10593.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,731805
854,Near Sumner Mo,Mississippi,United States of America,39.625,-93.275,17819.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,742918
855,Almourol,Tejo,Portugal,39.475,-8.375,67490.000,2026-03-02T00:00:00,9/-9999/-9999,9,-9999,-9999,0,1,231601
856,Bagistas,Tigris And Euphrates,TÃ¼rkiye,39.475,38.475,15562.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,294980
857,Juab Ut,Great Salt Lake,United States of America,39.375,-112.025,13377.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,773837
858,Clay Center Ks,Mississippi,United States of America,39.375,-97.125,63564.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,742925
859,Na,Mississippi,United States of America,39.275,-93.475,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,742919
865,Kansas City Mo,Mississippi,United States of America,39.125,-94.575,1253819.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,742919
860,Near Manhattan Ks,Mississippi,United States of America,39.225,-96.525,24968.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,742922
861,Higby Oh,Mississippi,United States of America,39.225,-82.875,13289.000,2026-03-02T00:00:00,27/15/5,27,15,5,0,6,742678
862,Wamego Ks,Mississippi,United States of America,39.175,-96.275,143175.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,742921
869,Desoto Kans,Mississippi,United States of America,38.975,-94.975,154768.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,742921
863,Jucarenalcaladeljucar,Coastal,Spain,39.175,-1.425,10785.000,2026-03-02T00:00:00,86/52/23,86,52,23,2,6,216060
864,Jucarenhuertomulet,Coastal,Spain,39.175,-0.425,21497.000,2026-03-02T00:00:00,76/37/13,76,37,13,2,6,216060
866,Guadianaenvillanuevadelaserena,Guadiana,Spain,39.025,-5.775,34771.000,2026-03-02T00:00:00,100/39/3,100,39,3,2,1,231407
871,Guadianaenluciana,Guadiana,Spain,38.975,-4.275,21072.000,2026-03-02T00:00:00,19/5/3,19,5,3,0,8,231407
867,Garm,Aral Sea,Tajikistan,39.025,70.275,20000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,4,461807
868,Niles Ks,Mississippi,United States of America,38.975,-97.475,17534.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,742924
873,Enterprise Ks,Mississippi,United States of America,38.925,-97.125,49883.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,742924
886,Ellsworth Ks,Mississippi,United States of America,38.725,-98.225,19632.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,742924
870,Boonville Mo,Mississippi,United States of America,38.975,-92.725,1296813.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,742915
872,Green River Utah,Colorado Pacific Ocean,United States of America,38.925,-110.125,116162.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,772910
874,Na,Mississippi,United States of America,38.925,-90.675,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,742830
876,Na,Mississippi,United States of America,38.925,-87.075,,2026-03-02T00:00:00,9/-9999/-9999,9,-9999,-9999,0,12,742664
877,Newberry In,Mississippi,United States of America,38.925,-87.025,12142.000,2026-03-02T00:00:00,9/2/-9999,9,2,-9999,0,12,742664
888,Shoals In East Fork,Mississippi,United States of America,38.725,-86.775,12761.000,2026-03-02T00:00:00,27/15/2,27,15,2,0,12,742664
894,Petersburg In,Mississippi,United States of America,38.525,-87.275,28814.000,2026-03-02T00:00:00,29/7/-9999,29,7,-9999,0,12,742664
878,Near Washington D C  Adjusted,Potomac,United States of America,38.925,-77.125,29940.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,7,731801
879,Na,Yellow _ Huang He,China,38.925,106.775,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,432755
880,Alton Ill,Mississippi,United States of America,38.875,-90.175,444185.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,742810
881,Guadianaenazuddebadajoz,Guadiana,Spain,38.875,-7.025,48530.000,2026-03-02T00:00:00,5/-9999/-9999,5,-9999,-9999,0,7,231403
882,Near Cisco Utah,Colorado Pacific Ocean,United States of America,38.825,-109.275,62419.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,772803
883,Verona Ca,Sacramento,United States of America,38.775,-121.625,55040.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,774470
884,Near Cisco Ut,Colorado Pacific Ocean,United States of America,38.775,-109.175,11862.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,772802
885,Delta Co,Colorado Pacific Ocean,United States of America,38.775,-108.025,14576.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,3,772804
893,Below Gunnison Tunnel Co,Colorado Pacific Ocean,United States of America,38.525,-107.625,10269.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,772804
887,Hermann Mo,Mississippi,United States of America,38.725,-91.425,1357678.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,742911
889,Palu,Tigris And Euphrates,TÃ¼rkiye,38.675,39.925,25447.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,294993
890,Na,Sacramento,United States of America,38.625,-121.575,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,774450
891,St  Louis Mo,Mississippi,United States of America,38.625,-90.175,1805230.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,13,742709
892,Manisa,Coastal,TÃ¼rkiye,38.625,27.425,15616.000,2026-03-02T00:00:00,100/100/-9999,100,100,-9999,2,1,211056
895,Mount Carmel Ill,Mississippi,United States of America,38.375,-87.775,74165.000,2026-03-02T00:00:00,7/-9999/-9999,7,-9999,-9999,0,13,742663
900,Na,Mississippi,United States of America,38.225,-87.975,,2026-03-02T00:00:00,9/-9999/-9999,9,-9999,-9999,0,14,742663
896,New Athens Il,Mississippi,United States of America,38.325,-89.875,13419.000,2026-03-02T00:00:00,5/2/2,5,2,2,0,12,742706
897,Above Pueblo Co,Mississippi,United States of America,38.275,-104.675,12095.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,742499
898,Louisville Ky,Mississippi,United States of America,38.275,-85.825,236130.000,2026-03-02T00:00:00,23/13/5,23,13,5,0,13,742673
899,Near Bagnell Mo,Mississippi,United States of America,38.225,-92.575,36260.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,742914
